id,paranoia_score,paranoia_group,kappa,mu02,mu03,omega2,omega3
A1DIW2K1J89CMO,0.111111111,low,0.454342694,-0.621449274,-1.24891104,1.011194786,1.324861079
A3QOMMIZTW0XF1,0.888888889,low,0.473958139,-0.103801795,0.615584604,1.467862568,0.538175724
A2B227N1NQYS56,0,low,0.630048458,-0.073424816,1.003450132,-1.299067083,-1.833722312
A1ZY2UA462KD1T,0.222222222,low,0.490206773,-0.413389278,-1.115882845,1.463834516,0.620165211
A2D6VL5XE0O4D3,0,low,0.427853751,-0.114308075,-1.683346163,1.777557641,0.210628477
A3QJNTSPNMMA31,0.111111111,low,0.458848516,-0.095932328,-0.240012547,1.681085944,0.291401558
A3774HPOUKYTX7,0.277777778,low,0.597694682,0.002530033,0.998218139,-2.091038889,-2.004993829
A2WMRGEE0RXQWR,1.444444444,high,0.610177306,0.007067432,0.999489064,-1.676034439,-1.973887153
A1FKEFRPAK2U8L,0.722222222,low,0.468501653,-0.194870807,-1.134141406,1.995640133,-1.148237495
A28FDHF2PY98K1,0.111111111,low,0.459657966,-0.352483806,-3.920091791,-0.089518815,-2.082893702
A314KKX6ONDO9O,0.111111111,low,0.446965918,0.064398969,-0.338500071,1.760385628,-0.846359178
A1HGAHZSM14YTV,0,low,0.43795409,-0.274415399,-0.250257764,1.426772114,0.697225075
A1QRGVE005067Q,0.111111111,low,0.526812116,-0.412016759,-0.868488613,-0.044593407,-1.38659484
AUB54U9A396QE,0.444444444,low,0.517790321,-0.414951429,-1.282978664,0.570377512,-0.296926743
A3CSE6A6KPZAXR,2.833333333,high,0.609330536,0.007781329,0.9936135,-1.714012967,-1.973833684
A3HFS6Q0TONAB9,1.176470588,low,0.463238173,-0.119395419,-0.599067543,1.80070876,0.588220912
A1U43WUOJQBK5T,0,low,0.462790322,0.037710019,-0.376108402,2.069119612,0.535445863
A36A780ODXBDEH,0.388888889,low,0.53709606,-0.228115466,0.157671007,0.299570715,-0.73306047
A2XQ3P6M9NZNYB,0,low,0.451920496,0.06537964,-1.565791834,1.203102736,-0.651301855
A3N4L5F7CEY0B2,0.166666667,low,0.493669118,-0.24544221,-1.671877323,1.307082051,-0.189399263
A36WN1T2MQ6W38,0.333333333,low,0.475480851,-0.087975795,-0.929879595,1.02661124,0.13694531
A8A9DUD87SMQ9,0.055555556,low,0.500002536,-0.246584414,-0.242058558,1.225763305,1.53862604
ASFBN5SC3SGDG,0,low,0.549608483,-0.22089283,0.183830343,-0.09827347,-0.584015417
ATP2BJPDK4K2B,0,low,0.418672685,-0.771085274,-2.557658144,1.120116063,-0.538556641
A2W6EWTLRV8Z7E,2.888888889,high,0.619805463,-0.010547689,0.997759793,-1.481549676,-1.939428075
A20EUZA6WR0UWY,0,low,0.443611494,0.160213931,-0.906326499,2.311932152,-1.185961527
A3GKQF2LCPC7P2,2.388888889,high,0.61589109,0.019925077,1.005277213,-1.617033949,-1.932006875
A1YBJN6WT3X8B5,0,low,0.459607239,-0.034501978,-1.396236264,1.355495148,-0.369324538
A3UKRC3LBM1LEW,0,low,0.439336428,-0.741059583,-3.333521668,0.598681417,-1.25052459
ACFSVYCDAM0AS,0.333333333,low,0.629863114,-0.011334501,1.004535073,-1.143632835,-1.862413868
AYVNBNVR4NO6T,0.111111111,low,0.441271169,0.121260198,0.033968875,1.862996418,0.116699138
AC5UD8N187QD6,0.333333333,low,0.441920137,-0.06079309,-0.912817199,1.75847246,0.335758909
A2WUXZOY4CRF5R,0,low,0.437774157,-0.570913767,-2.139953667,1.82541672,-1.514885993
A2TVJTQ4VXATE6,0.555555556,low,0.422684043,-0.07386639,-0.364435308,1.535356409,-0.586783612
A1GZ4Y5HNBTCES,0.111111111,low,0.443447594,0.010577017,-0.866931618,1.874852696,-0.809482396
ARB8SJAWXUWTD,1.166666667,high,0.5648485,-0.120600622,0.208624037,0.210618308,-0.449702751
A2CYWYI523IFI9,2.277777778,high,0.496764996,-0.036994452,0.794197014,0.720532312,-2.189055969
A2QP9ZGIW4R7C2,0,low,0.479269204,0.052897818,-0.978122188,1.585687591,0.33198862
A1E7IRBPHID9JC,0.111111111,low,0.455820049,-0.396415364,-2.112028442,0.88687492,0.129776511
A256BNNQRDR4LZ,1.833333333,high,0.584550968,-0.016621587,0.577500528,0.118558817,-0.869556051
AJNQ2PBD07FKE,0,low,0.446866911,-0.493822383,-2.662072002,0.505094517,-0.333849501
A1TEXCUTI4IUUN,0.277777778,low,0.603484574,0.004944511,1.000540486,-1.884954731,-1.994462987
A1M1E62KXCDNL0,0,low,0.4815308,-0.116312269,0.353124642,2.22499572,0.203673875
A2WNCIZ47VXDIC,1,low,0.612353408,0.008466174,0.995653604,-1.555199176,-1.946749694
AY0BJCGY2DHIX,0,low,0.445963558,-0.434909743,-2.710551062,0.860293087,-0.914186208
A3HE29W5IDR394,0,low,0.423433503,-1.020907183,-3.251525489,0.696050305,-1.148588094
A1YTB9G04PC71S,0,low,0.431384705,-0.261092368,0.251437884,2.87058462,-1.440098398
A2U5DWGXEAIWYE,2.444444444,high,0.608249822,-0.004224698,0.999504597,-1.843490552,-1.994289177
ANT8RUEN01EY8,2.555555556,high,0.636822179,-0.053969757,0.954912291,-0.997149656,-1.829955075
A1SSYN7TXMTJS4,0,low,0.583856021,-0.050851737,0.574197176,-0.334514371,-1.013191503
A3I40B0FATY8VH,0,low,0.462142295,-0.559407774,-1.492002848,1.543202106,-0.081587094
A3EBUBRYCKB6AF,1.722222222,low,0.434371535,0.209387447,0.151520409,3.046494066,-1.21221546
A10E77ALJR6R1R,2.444444444,high,0.621954307,-0.023597983,0.982456867,-1.372757056,-1.932198543
AG7C4X3WKKBV,2.333333333,high,0.617285117,-0.012446844,0.993230983,-1.439591838,-1.93420101
A3LT7W355XOAKF,1.777777778,high,0.456855035,-0.108893443,-1.369217183,1.630107144,-0.311208787
AKK6H2YXK4RF6,0,low,0.478932145,-0.043799545,-0.168745553,2.147334434,0.500401041
A2JA0C0PI7KIMJ,3.277777778,high,0.605284526,-0.001900538,0.995269236,-1.822235045,-1.98768559
A2531UD0IGT731,0.055555556,low,0.43509362,0.080458068,-1.173511161,1.463948161,0.216764881
A3U2VUZ2L7HIWG,0.444444444,low,0.465557435,0.082571132,0.085775722,1.66956232,-0.068538012
A1XAFKGJBBH6S5,0.222222222,low,0.429852446,-0.048774861,-0.846064969,1.250695125,-0.076807148
ALEE1QD4TW9G4,0,low,0.479142861,-0.317443933,-2.458509764,0.172059386,-0.640306139
A7O82NXM2PI12,0,low,0.461162385,-0.177967219,-0.390290464,2.155483194,-0.252603278
AVXEDARJC5HLU,0,low,0.471977153,-0.139637699,-0.763395929,2.051985678,-0.037795541
A3US4NGKXBVI48,0.111111111,low,0.634617738,-0.131362672,0.949766942,-1.155685403,-1.877143125
ADJNEKYVF2F8Q,0,low,0.637093021,0.004179167,0.991339503,-0.954022657,-1.836392516
A337Y4X67PY4QI,0.055555556,low,0.454683538,0.042320498,-0.196852924,2.455673749,0.392054995
A1FYSXD0MJXPMG,0.333333333,low,0.483378345,-0.11513033,-1.378397738,1.533864728,-0.817432512
A1ZE87WEYCA44A,0.555555556,low,0.483060232,-0.025937686,0.048044721,2.262875235,-0.134414138
ATHDQYUL5JEH4,0.277777778,low,0.436099023,-0.102340588,0.119550817,2.460735996,-0.485657474
A3CTXWISODY7D8,0.333333333,low,1.496665472,-0.58747022,2.258446633,0.492742734,-1.698780284
A2EELTS09HUTSF,0.833333333,low,0.609823606,0.003287867,0.992132024,-1.691689197,-1.975357703
A20KXK7KP35JOD,2.111111111,high,0.616112096,-0.003377671,0.995976889,-1.537271416,-1.962480862
A1ESLDCYJIENVI,0.222222222,low,0.497515593,-0.125258944,-0.350760446,1.986983864,0.660013847
A1NSHNH3MNFRGW,0.333333333,low,0.458210183,-0.060266326,-1.537022762,2.09910813,-0.549251566
A2C7TMRC2QHTIW,0.444444444,low,0.483383936,-0.313410898,-1.232739954,1.058064345,-0.379279057
A3UD7T1L80TCR3,0.222222222,low,0.455012645,-0.068970285,-0.073003981,2.50935528,-0.709995292
A5NE8TWS8ZV7B,3,high,0.527574703,-0.192052378,-1.331978389,1.217485431,0.585603344
A3SITQVLF6JA08,0.166666667,low,0.426226147,-1.233153091,-3.671666817,0.349085641,-1.826383619
A2GXLM74C7BDI8,0.277777778,low,0.62983691,-0.003503951,0.967204885,-1.222289283,-1.909427298
A3FBC5W56LKQXL,0,low,0.463467547,-0.074100756,-0.633685405,2.2620314,0.429975453
A1TOER30AQUY2F,2.111111111,high,0.472125736,-0.02053241,-0.919250759,1.139059553,-0.63326196
A1BIJGB7XA0GME,0.111111111,low,0.43384067,-0.55459203,-1.823389867,1.198963702,0.380136259
AOVRS1Q4EMNRS,0,low,0.483436358,-0.361265525,-1.642144947,0.774895996,0.18921383
A1SP3GBRZKMWZJ,0,low,0.479958663,-0.467803986,-0.60094741,1.332953961,-0.393207302
A3RKG5PZN97RD5,0,low,0.476011435,0.001161694,-0.017849137,2.244620793,-0.776449696
AIGUVMQQYYKMN,0,low,0.473740514,-0.492902194,-1.635611092,1.115885905,0.4114531
A2IC4IMH7G9UKU,0.611111111,low,0.474715297,-0.037632585,-0.463261427,2.118787206,-0.379859303
A115UFR6VA6OM1,0.111111111,low,0.458900998,-0.28040959,-2.19497405,1.117288629,-0.160548007
AOP9WB55GYGL7,1.833333333,high,0.555535828,0.043863155,0.69198503,0.531158153,-0.717612954
A2GZ468WSRF7WJ,2.5,high,0.602227837,0.00199926,1.000076753,-1.92288067,-1.995654515
A1LE6AUI3CJNIT,0.055555556,low,0.485304947,-0.314218403,-1.604820099,0.773350673,0.359806287
A5OT4KL6H0A9L,4,high,0.45280372,0.065924241,-0.902510532,2.404393849,-1.414303004
A2ASTDMWBCFIP0,0.111111111,low,0.4979716,-0.419783776,-1.356600119,0.942797045,0.426183065
AZHW79PH959WU,0,low,0.484071955,-0.131530919,-1.739445171,1.529930718,-0.006503791
A3G479CZZJOSJ2,2.5,high,0.60439023,0.002237986,0.991001887,-1.83820271,-1.991922284
A3MF31JQ350ABS,1,low,0.504141472,-0.000800823,0.125658728,2.198399208,0.56655287
A3FGT6EU39C6S4,0,low,0.4751356,-0.392245969,-1.521076834,1.067598349,-0.601201606
ACTBJYB46CJO3,0,low,0.387006614,0.037048274,-0.233395186,2.165173442,-0.236785125
A23PQPECIUVKHC,0.055555556,low,0.496090054,-0.202734292,-1.099279272,1.428413191,0.280712835
AGNYQM1O874LT,3.444444444,high,0.61853609,-0.017311661,0.98750322,-1.363926941,-1.932203943
AZZA3J049G7R5,1.277777778,high,0.452922021,-0.068529268,-0.794744934,1.774784591,0.20439222
AK4P9U9NS9DQF,1.176470588,low,0.418982702,-0.049438957,-0.103726865,3.059924462,-1.279115521
AI4AO0O0WIJF7,0.111111111,low,0.454278694,-0.952335362,-2.359001932,0.711799512,-0.118538961
A2OROMUVBD1NVC,1.611111111,high,0.444693996,-0.372430695,-4.129709751,-0.0551805,-1.646021544
ASVRLMDNQBUD9,0,low,0.503282239,0.167993448,-1.507582471,1.400744206,-0.23988586
A2BCNRHZU9V7C4,0.166666667,low,0.490701571,-0.052283005,-0.687470675,1.477271406,0.845225894
AG2YM9OWQP690,0.111111111,low,0.518665246,-0.975079165,-1.337938422,0.768087251,-0.048226555
A1RHT4O55JQC2C,1.111111111,low,0.628905946,-0.052613502,0.954576255,-1.184523572,-1.88604836
A1E235KE3CSO7H,0.111111111,low,0.435802863,0.243865972,-0.66381325,2.179025332,-1.037651839
A3JI3B5GTVA95F,0.764705882,high,0.431509844,-0.457757282,-3.013067216,0.79531909,-1.111668096
AUTYWXILTACCR,0.166666667,low,0.412191404,0.03492835,-1.806091543,1.905963838,-0.557297055
A29KUIEVPK8WB4,0,low,0.410197645,-1.051229427,-3.134480558,1.048848893,-0.992929302
A2XHNHSBAHOGHZ,1.235294118,high,0.452879069,-0.044139423,-0.005084891,2.407532768,-0.76496254
A1EH8NK0SZQ2C0,2.222222222,high,0.588051612,-0.027971696,0.159864231,-0.313801364,-1.02858231
AZNNPGW3VNPQ2,0,low,0.467028076,-0.079632113,-0.98245543,1.934059423,-0.166979708
A1TPGXT718D68E,0.705882353,low,0.444700952,0.103900705,-1.673594929,1.535520579,-0.018892654
A17WS5TP6OPH7R,1.666666667,high,0.456574578,-0.647553691,-2.824380183,0.496154282,-0.997011466
A1Y9ICY1SOTRI9,0,low,0.619370686,-0.014816387,1.001346684,-1.407727747,-1.906247558
AGZ3GHE3N634N,0,low,0.562591948,-0.085609566,0.373045954,-0.084694902,-1.024892403
A3POD149IG0DIW,0,low,0.438312536,-0.204001172,-0.205271679,2.828122995,-1.315561074
